query_id	P_20
1	0.2000
2	0.1000
3	0.0000
4	0.2500
5	0.2000
6	0.4500
7	0.1500
8	0.0500
9	0.1000
10	0.3500
11	0.0500
12	0.5500
13	0.2500
14	0.1500
15	0.1000
16	0.0000
17	0.0000
18	0.1500
19	0.1000
20	0.7000
21	0.5000
22	0.0000
23	0.0000
24	0.0000
25	0.1000
26	0.1000
27	0.1500
28	0.0000
29	0.1000
30	0.0000
31	0.0500
32	0.0000
33	0.1000
34	0.0000
35	0.0500
36	0.1000
37	0.0000
38	0.0500
39	0.0000
40	0.6000
41	0.0500
42	0.1000
43	0.2000
44	0.1500
45	0.0000
46	0.6500
47	0.3500
48	0.0000
49	0.4500
50	0.0000
51	0.6000
52	0.9500
53	0.6000
54	0.6000
55	0.5000
56	1.0000
57	0.7500
58	0.9000
59	0.0500
60	0.0000
61	0.5000
62	0.6500
63	0.1000
64	0.3000
65	0.0000
66	0.0000
67	0.0000
68	0.0500
69	0.1000
70	0.7000
71	0.7000
72	0.0000
73	0.0000
74	0.1500
75	0.0500
76	0.2000
77	0.6500
78	0.9500
79	0.0000
80	0.0000
81	0.3500
82	0.8500
83	0.2500
84	0.1000
85	0.7500
86	0.4000
87	0.0000
88	0.0000
89	0.0500
90	0.4500
91	0.0000
92	0.0500
93	0.4000
94	0.2500
95	0.0000
96	0.0000
97	0.6500
98	0.5000
99	0.5500
100	0.4000
101	0.3000
102	0.3000
103	0.5500
104	0.3000
105	0.0000
106	0.5000
107	0.5000
108	0.1500
109	0.0500
110	0.4500
111	0.8000
112	0.2500
113	0.0000
114	0.1500
115	0.6000
116	0.3500
117	0.4000
118	0.5000
119	0.5500
120	0.1500
121	0.0000
122	0.5500
123	0.4500
124	0.6000
125	0.7500
126	0.3000
127	0.2000
128	0.2000
129	0.3500
130	0.6500
131	0.1500
132	0.9000
133	0.6000
134	0.4000
135	0.8000
136	0.3000
137	0.7000
138	0.1000
139	0.2500
140	0.2500
141	0.1000
142	0.5500
143	0.0500
144	0.0500
145	0.7000
146	0.6000
147	0.1000
148	0.1500
149	0.2500
150	0.8500
