query_id	P_20
1	0.1
2	0.1
3	0.25
4	0.4
5	0.1
6	0.35
7	0.45
8	0.0
9	0.25
10	0.5
11	0.2
12	0.6
13	0.35
14	0.1
15	0.05
16	0.0
17	0.0
18	0.1
19	0.15
20	0.65
21	0.5
22	0.0
23	0.0
24	0.0
25	0.05
26	0.1
27	0.15
28	0.05
29	0.05
30	0.0
31	0.05
32	0.0
33	0.15
34	0.0
35	0.05
36	0.2
37	0.0
38	0.1
39	0.0
40	0.4
41	0.1
42	0.15
43	0.2
44	0.3
45	0.0
46	0.45
47	0.25
48	0.0
49	0.3
50	0.0
51	0.9
52	1.0
53	0.7
54	0.85
55	0.55
56	1.0
57	0.75
58	0.9
59	0.55
60	0.1
61	0.65
62	0.3
63	0.1
64	0.4
65	0.0
66	0.0
67	0.05
68	0.2
69	0.25
70	0.55
71	1.0
72	0.1
73	0.05
74	0.05
75	0.15
76	0.4
77	0.75
78	1.0
79	0.0
80	0.15
81	0.2
82	1.0
83	0.45
84	0.15
85	1.0
86	0.3
87	0.0
88	0.15
89	0.25
90	0.45
91	0.0
92	0.05
93	0.4
94	0.35
95	0.15
96	0.1
97	0.65
98	0.55
99	0.85
100	0.6
101	0.2
102	0.3
103	0.5
104	0.25
105	0.0
106	0.55
107	0.6
108	0.35
109	0.0
110	0.65
111	0.95
112	0.2
113	0.0
114	0.1
115	0.35
116	0.25
117	0.35
118	0.45
119	0.5
120	0.0
121	0.0
122	0.55
123	0.6
124	0.6
125	0.55
126	0.45
127	0.15
128	0.15
129	0.7
130	0.75
131	0.0
132	0.95
133	0.45
134	0.4
135	0.75
136	0.25
137	0.75
138	0.25
139	0.15
140	0.4
141	0.2
142	0.6
143	0.2
144	0.0
145	0.8
146	0.75
147	0.1
148	0.3
149	0.1
150	1.0
