query_id	Rprec
1	0.1171
2	0.0514
3	0.0811
4	0.2195
5	0.175
6	0.2016
7	0.1456
8	0.0345
9	0.1887
10	0.25
11	0.1212
12	0.2574
13	0.1571
14	0.2075
15	0.0517
16	0.0
17	0.0
18	0.087
19	0.0656
20	0.4603
21	0.5217
22	0.0
23	0.0
24	0.0
25	0.1795
26	0.0714
27	0.3333
28	0.0
29	0.1667
30	0.0
31	0.0
32	0.0
33	0.1538
34	0.0
35	1.0
36	0.3333
37	0.0
38	0.0648
39	0.0
40	0.2381
41	0.125
42	0.0897
43	0.1429
44	0.1228
45	0.0
46	0.6053
47	0.25
48	0.0
49	0.44
50	0.0
51	0.4167
52	0.561
53	0.4704
54	0.4904
55	0.3745
56	0.5246
57	0.6091
58	0.5694
59	0.1103
60	0.0
61	0.2788
62	0.4448
63	0.3333
64	0.3297
65	0.0
66	0.0
67	0.0092
68	0.1081
69	0.0625
70	0.6
71	0.2567
72	0.0941
73	0.0027
74	0.0298
75	0.0811
76	0.0743
77	0.4972
78	0.745
79	0.0111
80	0.0856
81	0.2
82	0.424
83	0.1644
84	0.0658
85	0.3336
86	0.3846
87	0.037
88	0.0102
89	0.0571
90	0.2857
91	0.0
92	0.1642
93	0.2727
94	0.2353
95	0.0761
96	0.05
97	0.4
98	0.4474
99	0.5128
100	0.2523
101	0.2424
102	0.3
103	0.4318
104	0.2407
105	0.0
106	0.2537
107	0.25
108	0.1692
109	0.05
110	0.37
111	0.4553
112	0.3171
113	0.0533
114	0.2624
115	0.3211
116	0.3043
117	0.4038
118	0.2487
119	0.2755
120	0.0648
121	0.0213
122	0.4898
123	0.1412
124	0.3478
125	0.388
126	0.1667
127	0.1847
128	0.1192
129	0.2846
130	0.5019
131	0.1429
132	0.5714
133	0.5574
134	0.5455
135	0.486
136	0.3077
137	0.3646
138	0.1746
139	0.1358
140	0.1831
141	0.0938
142	0.3459
143	0.1981
144	0.08
145	0.2222
146	0.3244
147	0.1021
148	0.071
149	0.0704
150	0.3568
