query_id	Rprec
1	0.0991
2	0.0701
3	0.1486
4	0.2439
5	0.175
6	0.2558
7	0.2025
8	0.0345
9	0.2642
10	0.2703
11	0.1342
12	0.2684
13	0.2429
14	0.1321
15	0.1034
16	0.0
17	0.0
18	0.087
19	0.0984
20	0.4762
21	0.5217
22	0.0
23	0.0
24	0.0
25	0.1538
26	0.0714
27	0.5
28	0.0526
29	0.0
30	0.0
31	1.0
32	0.0
33	0.1538
34	0.0
35	1.0
36	0.5
37	0.0
38	0.0833
39	0.0
40	0.2041
41	0.125
42	0.1282
43	0.1667
44	0.193
45	0.0
46	0.4737
47	0.1667
48	0.0
49	0.28
50	0.0
51	0.6944
52	0.7021
53	0.5039
54	0.4841
55	0.4961
56	0.5428
57	0.6273
58	0.6597
59	0.16
60	0.0833
61	0.3365
62	0.4567
63	0.1667
64	0.3707
65	0.0
66	0.0
67	0.0277
68	0.1802
69	0.1875
70	0.3833
71	0.2923
72	0.0941
73	0.0162
74	0.0298
75	0.1351
76	0.1086
77	0.4972
78	0.735
79	0.0221
80	0.137
81	0.1818
82	0.5991
83	0.2244
84	0.0921
85	0.3581
86	0.2692
87	0.037
88	0.0612
89	0.1429
90	0.2959
91	0.0
92	0.0597
93	0.3434
94	0.2605
95	0.0978
96	0.125
97	0.4
98	0.5
99	0.5308
100	0.2523
101	0.1515
102	0.3
103	0.3523
104	0.2778
105	0.0
106	0.2985
107	0.3077
108	0.0902
109	0.0
110	0.4359
111	0.5362
112	0.3171
113	0.0267
114	0.267
115	0.3028
116	0.2174
117	0.4615
118	0.2791
119	0.3102
120	0.0556
121	0.0266
122	0.4082
123	0.3779
124	0.3565
125	0.377
126	0.2183
127	0.1351
128	0.0927
129	0.378
130	0.471
131	0.0
132	0.6234
133	0.5656
134	0.7273
135	0.3966
136	0.3077
137	0.4062
138	0.2063
139	0.1235
140	0.1972
141	0.1719
142	0.3506
143	0.2324
144	0.04
145	0.2
146	0.3887
147	0.0986
148	0.0938
149	0.0667
150	0.3656
