query_id	P_10
1	0.1
2	0.2
3	0.1
4	0.5
5	0.1
6	0.4
7	0.7
8	0.0
9	0.3
10	0.6
11	0.2
12	0.6
13	0.6
14	0.1
15	0.1
16	0.0
17	0.0
18	0.2
19	0.2
20	0.7
21	0.6
22	0.0
23	0.0
24	0.0
25	0.0
26	0.1
27	0.3
28	0.1
29	0.0
30	0.0
31	0.1
32	0.0
33	0.2
34	0.0
35	0.1
36	0.3
37	0.0
38	0.1
39	0.0
40	0.2
41	0.0
42	0.0
43	0.3
44	0.5
45	0.0
46	0.7
47	0.3
48	0.0
49	0.5
50	0.0
51	1.0
52	1.0
53	0.5
54	0.8
55	0.3
56	1.0
57	0.8
58	0.9
59	0.5
60	0.1
61	0.6
62	0.5
63	0.2
64	0.1
65	0.0
66	0.0
67	0.0
68	0.2
69	0.1
70	0.7
71	1.0
72	0.1
73	0.0
74	0.0
75	0.2
76	0.5
77	0.8
78	1.0
79	0.0
80	0.1
81	0.4
82	1.0
83	0.6
84	0.3
85	1.0
86	0.3
87	0.0
88	0.3
89	0.5
90	0.6
91	0.0
92	0.1
93	0.5
94	0.4
95	0.3
96	0.2
97	0.8
98	0.8
99	0.9
100	0.5
101	0.2
102	0.3
103	0.6
104	0.3
105	0.0
106	0.7
107	0.8
108	0.2
109	0.0
110	0.7
111	1.0
112	0.3
113	0.0
114	0.0
115	0.3
116	0.3
117	0.1
118	0.4
119	0.4
120	0.0
121	0.0
122	0.5
123	0.7
124	0.6
125	0.7
126	0.4
127	0.1
128	0.3
129	0.7
130	0.8
131	0.0
132	1.0
133	0.5
134	0.8
135	0.8
136	0.3
137	0.8
138	0.1
139	0.0
140	0.3
141	0.1
142	0.6
143	0.0
144	0.0
145	1.0
146	0.9
147	0.0
148	0.4
149	0.1
150	1.0
