query_id	P_10
1	0.1
2	0.2
3	0.0
4	0.4
5	0.3
6	0.4
7	0.4
8	0.0
9	0.3
10	0.6
11	0.1
12	0.6
13	0.4
14	0.0
15	0.1
16	0.0
17	0.0
18	0.1
19	0.0
20	0.7
21	0.6
22	0.0
23	0.0
24	0.0
25	0.0
26	0.1
27	0.3
28	0.0
29	0.1
30	0.0
31	0.1
32	0.0
33	0.2
34	0.0
35	0.1
36	0.3
37	0.0
38	0.0
39	0.0
40	0.2
41	0.2
42	0.1
43	0.3
44	0.4
45	0.0
46	0.8
47	0.3
48	0.0
49	0.4
50	0.0
51	1.0
52	1.0
53	0.5
54	0.9
55	0.4
56	1.0
57	0.7
58	1.0
59	0.5
60	0.0
61	1.0
62	0.4
63	0.1
64	0.3
65	0.0
66	0.0
67	0.1
68	0.2
69	0.2
70	0.7
71	1.0
72	0.1
73	0.0
74	0.1
75	0.1
76	0.3
77	0.7
78	1.0
79	0.0
80	0.1
81	0.6
82	1.0
83	0.4
84	0.2
85	1.0
86	0.5
87	0.0
88	0.0
89	0.4
90	0.7
91	0.0
92	0.0
93	0.6
94	0.3
95	0.3
96	0.4
97	0.7
98	0.8
99	0.9
100	0.8
101	0.2
102	0.3
103	0.6
104	0.5
105	0.0
106	0.3
107	0.5
108	0.2
109	0.0
110	0.5
111	0.9
112	0.4
113	0.0
114	0.0
115	0.1
116	0.4
117	0.2
118	0.5
119	0.5
120	0.0
121	0.0
122	0.4
123	0.8
124	0.5
125	0.5
126	0.5
127	0.1
128	0.2
129	0.8
130	0.8
131	0.1
132	1.0
133	0.6
134	0.8
135	0.8
136	0.3
137	0.8
138	0.1
139	0.2
140	0.2
141	0.1
142	0.9
143	0.3
144	0.0
145	0.9
146	0.6
147	0.0
148	0.5
149	0.2
150	0.9
