query_id	P_100
1	0.11
3	0.09
4	0.07
5	0.0
6	0.23
7	0.22
8	0.0
9	0.18
10	0.01
11	0.14
12	0.04
13	0.11
14	0.05
15	0.0
16	0.0
17	0.0
18	0.01
19	0.05
20	0.29
21	0.14
23	0.0
24	0.0
25	0.16
26	0.02
27	0.03
28	0.04
29	0.02
30	0.0
31	0.01
32	0.0
33	0.0
34	0.0
35	0.01
36	0.02
37	0.0
38	0.03
39	0.0
40	0.16
41	0.0
42	0.03
44	0.0
45	0.0
46	0.0
47	0.01
48	0.0
49	0.0
50	0.0
52	0.37
53	0.49
54	0.24
55	0.0
56	0.4
57	0.65
58	0.73
59	0.15
60	0.0
61	0.2
62	0.22
63	0.0
65	0.0
66	0.0
67	0.03
68	0.06
69	0.06
70	0.09
71	0.08
72	0.02
73	0.01
74	0.03
76	0.0
77	0.0
79	0.0
80	0.13
81	0.15
82	0.0
83	0.0
84	0.0
85	0.27
86	0.03
87	0.01
88	0.09
89	0.07
90	0.14
91	0.0
92	0.04
93	0.0
94	0.01
95	0.01
96	0.0
97	0.3
98	0.29
99	0.72
100	0.06
101	0.08
102	0.1
103	0.0
104	0.0
105	0.0
106	0.0
107	0.0
108	0.02
109	0.0
110	0.39
111	0.24
112	0.0
113	0.0
114	0.06
115	0.0
116	0.0
117	0.39
118	0.0
119	0.0
120	0.02
121	0.03
122	0.26
123	0.58
124	0.31
125	0.11
126	0.0
127	0.01
128	0.02
129	0.42
130	0.07
131	0.01
132	0.83
133	0.03
134	0.05
135	0.48
137	0.45
138	0.0
139	0.04
140	0.05
141	0.1
142	0.36
143	0.15
144	0.0
145	0.13
146	0.44
147	0.01
148	0.17
149	0.0
150	0.28
