query_id	P_100
1	0.09
2	0.11
3	0.13
4	0.14
5	0.15
6	0.24
7	0.22
8	0.03
9	0.2
10	0.32
11	0.13
12	0.44
13	0.28
14	0.13
15	0.1
16	0.0
17	0.0
18	0.07
19	0.07
20	0.43
21	0.2
22	0.0
23	0.0
24	0.02
25	0.16
26	0.02
27	0.03
28	0.02
29	0.04
30	0.0
31	0.01
32	0.0
33	0.04
34	0.0
35	0.01
36	0.06
37	0.0
38	0.11
39	0.0
40	0.17
41	0.05
42	0.16
43	0.16
44	0.19
45	0.0
46	0.33
47	0.13
48	0.0
49	0.21
50	0.0
51	0.29
52	0.98
53	0.61
54	0.56
55	0.72
56	0.96
57	0.64
58	0.81
59	0.44
60	0.03
61	0.42
62	0.29
63	0.04
64	0.25
65	0.0
66	0.0
67	0.02
68	0.2
69	0.15
70	0.49
71	0.76
72	0.1
73	0.0
74	0.03
75	0.09
76	0.16
77	0.59
78	0.89
79	0.01
80	0.16
81	0.16
82	0.83
83	0.34
84	0.07
85	0.89
86	0.15
87	0.07
88	0.04
89	0.09
90	0.27
91	0.0
92	0.06
93	0.36
94	0.34
95	0.13
96	0.08
97	0.25
98	0.28
99	0.69
100	0.27
101	0.18
102	0.14
103	0.23
104	0.34
105	0.0
106	0.15
107	0.18
108	0.21
109	0.0
110	0.39
111	0.8
112	0.25
113	0.06
114	0.15
115	0.41
116	0.09
117	0.34
118	0.44
119	0.48
120	0.05
121	0.05
122	0.23
123	0.56
124	0.34
125	0.4
126	0.34
127	0.15
128	0.1
129	0.63
130	0.73
131	0.05
132	0.84
133	0.56
134	0.09
135	0.51
136	0.12
137	0.35
138	0.15
139	0.15
140	0.14
141	0.13
142	0.49
143	0.24
144	0.01
145	0.28
146	0.6
147	0.1
148	0.22
149	0.15
150	0.73
