query_id	P_100
1	0.11
2	0.06
3	0.07
4	0.15
5	0.13
6	0.2
7	0.13
8	0.03
9	0.17
10	0.29
11	0.11
12	0.39
13	0.18
14	0.15
15	0.09
16	0.0
17	0.0
18	0.07
19	0.05
20	0.33
21	0.2
22	0.0
23	0.0
24	0.0
25	0.16
26	0.02
27	0.04
28	0.06
29	0.04
30	0.0
31	0.01
32	0.01
33	0.03
34	0.0
35	0.01
36	0.04
37	0.0
38	0.08
39	0.0
40	0.29
41	0.03
42	0.11
43	0.13
44	0.11
45	0.0
46	0.37
47	0.12
48	0.0
49	0.22
50	0.0
51	0.22
52	0.93
53	0.55
54	0.52
55	0.62
56	0.99
57	0.63
58	0.7
59	0.1
60	0.0
61	0.28
62	0.63
63	0.04
64	0.33
65	0.0
66	0.0
67	0.01
68	0.1
69	0.05
70	0.48
71	0.55
72	0.08
73	0.0
74	0.04
75	0.07
76	0.08
77	0.62
78	0.9
79	0.0
80	0.04
81	0.16
82	0.7
83	0.18
84	0.06
85	0.79
86	0.17
87	0.06
88	0.01
89	0.05
90	0.28
91	0.01
92	0.13
93	0.33
94	0.24
95	0.07
96	0.05
97	0.23
98	0.24
99	0.6
100	0.27
101	0.2
102	0.12
103	0.38
104	0.18
105	0.0
106	0.21
107	0.17
108	0.15
109	0.02
110	0.4
111	0.78
112	0.15
113	0.05
114	0.19
115	0.33
116	0.14
117	0.38
118	0.44
119	0.44
120	0.07
121	0.01
122	0.29
123	0.24
124	0.35
125	0.49
126	0.21
127	0.22
128	0.11
129	0.37
130	0.62
131	0.06
132	0.8
133	0.53
134	0.08
135	0.54
136	0.08
137	0.36
138	0.17
139	0.12
140	0.18
141	0.1
142	0.56
143	0.17
144	0.07
145	0.28
146	0.42
147	0.08
148	0.1
149	0.13
150	0.65
