query_id	P_5
1	0.2000
2	0.2000
3	0.2000
4	0.0000
5	0.2000
6	0.4000
7	0.8000
8	0.0000
9	0.2000
10	0.4000
11	0.0000
12	0.4000
13	0.4000
14	0.0000
15	0.0000
16	0.0000
17	0.0000
18	0.4000
19	0.0000
20	0.6000
21	0.6000
22	0.0000
23	0.0000
24	0.0000
25	0.0000
26	0.2000
27	0.6000
28	0.2000
29	0.0000
30	0.0000
31	0.2000
32	0.0000
33	0.2000
34	0.0000
35	0.2000
36	0.6000
37	0.0000
38	0.2000
39	0.0000
40	0.2000
41	0.0000
42	0.0000
43	0.4000
44	0.2000
45	0.0000
46	1.0000
47	0.6000
48	0.0000
49	0.2000
50	0.0000
51	1.0000
52	1.0000
53	0.4000
54	0.8000
55	0.4000
56	1.0000
57	0.6000
58	1.0000
59	0.6000
60	0.0000
61	0.8000
62	0.6000
63	0.2000
64	0.2000
65	0.0000
66	0.0000
67	0.0000
68	0.0000
69	0.0000
70	0.6000
71	1.0000
72	0.0000
73	0.0000
74	0.0000
75	0.2000
76	0.4000
77	1.0000
78	1.0000
79	0.0000
80	0.0000
81	0.6000
82	1.0000
83	0.6000
84	0.4000
85	1.0000
86	0.4000
87	0.0000
88	0.2000
89	0.6000
90	0.8000
91	0.0000
92	0.0000
93	0.6000
94	0.6000
95	0.6000
96	0.2000
97	0.8000
98	1.0000
99	1.0000
100	0.4000
101	0.2000
102	0.6000
103	0.4000
104	0.4000
105	0.0000
106	0.8000
107	1.0000
108	0.4000
109	0.0000
110	0.6000
111	1.0000
112	0.4000
113	0.0000
114	0.0000
115	0.0000
116	0.2000
117	0.2000
118	0.4000
119	0.2000
120	0.0000
121	0.0000
122	0.4000
123	0.8000
124	0.8000
125	0.6000
126	0.6000
127	0.2000
128	0.6000
129	0.8000
130	0.8000
131	0.0000
132	1.0000
133	0.4000
134	1.0000
135	1.0000
136	0.2000
137	0.8000
138	0.2000
139	0.0000
140	0.4000
141	0.0000
142	0.8000
143	0.0000
144	0.0000
145	1.0000
146	1.0000
147	0.0000
148	0.8000
149	0.2000
150	1.0000
