query_id	num_rel_ret
1	32.0
2	29.0
3	49.0
4	34.0
5	32.0
6	97.0
7	99.0
8	5.0
9	37.0
10	98.0
11	102.0
12	121.0
13	69.0
14	37.0
15	41.0
16	1.0
17	4.0
18	42.0
19	20.0
20	61.0
21	20.0
22	0.0
23	1.0
24	6.0
25	38.0
26	2.0
27	5.0
28	17.0
29	5.0
30	0.0
31	1.0
32	3.0
33	8.0
34	0.0
35	1.0
36	6.0
37	0.0
38	56.0
39	0.0
40	96.0
41	6.0
42	68.0
43	30.0
44	26.0
45	0.0
46	38.0
47	20.0
48	3.0
49	24.0
50	0.0
51	35.0
52	439.0
53	319.0
54	145.0
55	236.0
56	338.0
57	110.0
58	132.0
59	106.0
60	9.0
61	88.0
62	354.0
63	6.0
64	264.0
65	0.0
66	1.0
67	12.0
68	33.0
69	15.0
70	58.0
71	175.0
72	16.0
73	6.0
74	25.0
75	35.0
76	43.0
77	99.0
78	200.0
79	11.0
80	63.0
81	41.0
82	167.0
83	105.0
84	35.0
85	386.0
86	23.0
87	16.0
88	38.0
89	32.0
90	73.0
91	4.0
92	26.0
93	117.0
94	34.0
95	14.0
96	11.0
97	40.0
98	38.0
99	342.0
100	57.0
101	30.0
102	18.0
103	46.0
104	50.0
105	0.0
106	28.0
107	27.0
108	112.0
109	4.0
110	359.0
111	154.0
112	32.0
113	36.0
114	171.0
115	87.0
116	21.0
117	51.0
118	186.0
119	193.0
120	24.0
121	46.0
122	42.0
123	67.0
124	88.0
125	127.0
126	98.0
127	114.0
128	57.0
129	150.0
130	352.0
131	12.0
132	197.0
133	122.0
134	9.0
135	138.0
136	13.0
137	68.0
138	59.0
139	53.0
140	43.0
141	58.0
142	326.0
143	187.0
144	22.0
145	58.0
146	191.0
147	91.0
148	43.0
149	26.0
150	252.0
