query_id	num_rel_ret
1	45
3	37
4	33
5	36
6	73
7	111
8	0
9	44
10	23
11	116
12	43
13	69
14	13
15	16
16	0
17	0
18	25
19	11
20	61
23	3
24	1
25	28
26	3
27	5
28	17
29	3
30	0
31	1
32	0
33	5
34	0
35	1
36	6
37	0
38	26
39	0
40	46
41	2
42	28
44	1
45	0
46	1
47	11
48	0
49	0
50	0
52	503
53	262
54	114
55	16
56	343
57	110
58	127
59	70
60	6
61	79
62	383
63	0
64	7
65	0
66	0
67	9
68	41
69	16
70	11
71	96
72	15
73	3
74	9
76	2
77	99
79	0
80	58
81	41
82	0
83	20
84	2
85	137
86	21
87	6
88	57
89	29
90	25
91	0
92	6
93	5
94	5
95	9
96	0
97	40
98	38
99	343
100	26
101	29
102	17
103	2
104	7
105	0
106	11
107	13
108	23
109	0
110	179
111	128
112	0
113	4
114	92
115	17
116	7
117	52
118	193
119	189
120	5
121	50
122	42
123	105
124	91
125	45
126	2
127	12
128	6
129	175
130	87
131	6
132	225
133	56
134	10
135	145
136	13
137	77
138	0
139	43
140	40
141	56
142	285
143	201
144	2
145	34
146	22
147	15
148	66
149	0
150	166
