query_id	num_rel_ret
1	45.0
3	37.0
4	33.0
5	36.0
6	72.0
7	114.0
8	0.0
9	44.0
10	20.0
11	113.0
12	43.0
13	69.0
14	15.0
15	4.0
16	0.0
17	0.0
18	23.0
19	11.0
20	58.0
23	3.0
24	1.0
25	38.0
26	3.0
27	5.0
28	17.0
29	3.0
30	0.0
31	1.0
32	0.0
33	5.0
34	0.0
35	1.0
36	6.0
37	0.0
38	22.0
39	0.0
40	38.0
41	2.0
42	28.0
44	1.0
45	0.0
46	1.0
47	14.0
48	0.0
49	0.0
50	0.0
52	548.0
53	262.0
54	102.0
55	16.0
56	347.0
57	110.0
58	125.0
59	97.0
60	5.0
61	80.0
62	383.0
63	0.0
64	7.0
65	0.0
66	0.0
67	9.0
68	40.0
69	16.0
70	11.0
71	96.0
72	15.0
73	3.0
74	9.0
76	2.0
77	99.0
79	0.0
80	59.0
81	41.0
82	0.0
83	19.0
84	2.0
85	137.0
86	21.0
87	7.0
88	48.0
89	24.0
90	26.0
91	2.0
92	12.0
93	4.0
94	3.0
95	5.0
96	0.0
97	40.0
98	38.0
99	339.0
100	26.0
101	28.0
102	17.0
103	2.0
104	6.0
105	0.0
106	8.0
107	12.0
108	23.0
109	0.0
110	262.0
111	128.0
112	1.0
113	6.0
114	32.0
115	16.0
116	10.0
117	52.0
118	190.0
119	157.0
120	5.0
121	65.0
122	44.0
123	105.0
124	91.0
125	66.0
126	2.0
127	16.0
128	9.0
129	200.0
130	97.0
131	8.0
132	218.0
133	52.0
134	9.0
135	145.0
136	13.0
137	77.0
138	0.0
139	40.0
140	44.0
141	56.0
142	347.0
143	171.0
144	3.0
145	37.0
146	37.0
147	27.0
148	83.0
149	0.0
150	167.0
