query_id	num_rel_ret
1	45.0
3	37.0
4	34.0
5	36.0
6	81.0
7	113.0
8	0.0
9	44.0
10	21.0
11	113.0
12	44.0
13	61.0
14	15.0
15	4.0
16	0.0
17	0.0
18	23.0
19	11.0
20	58.0
23	2.0
24	1.0
25	38.0
26	3.0
27	5.0
28	17.0
29	3.0
30	0.0
31	1.0
32	0.0
33	6.0
34	0.0
35	1.0
36	6.0
37	0.0
38	22.0
39	0.0
40	39.0
41	2.0
42	27.0
44	1.0
45	0.0
46	1.0
47	14.0
48	0.0
49	0.0
50	0.0
52	548.0
53	262.0
54	102.0
55	16.0
56	367.0
57	110.0
58	125.0
59	102.0
60	5.0
61	80.0
62	382.0
63	0.0
64	4.0
65	0.0
66	0.0
67	9.0
68	41.0
69	16.0
70	11.0
71	99.0
72	15.0
73	4.0
74	9.0
76	2.0
77	99.0
79	0.0
80	60.0
81	41.0
82	0.0
83	19.0
84	2.0
85	138.0
86	21.0
87	14.0
88	46.0
89	24.0
90	26.0
91	0.0
92	12.0
93	0.0
94	3.0
95	5.0
96	0.0
97	40.0
98	38.0
99	342.0
100	26.0
101	29.0
102	17.0
103	2.0
104	7.0
105	0.0
106	8.0
107	12.0
108	23.0
109	0.0
110	277.0
111	126.0
112	1.0
113	7.0
114	31.0
115	15.0
116	10.0
117	52.0
118	189.0
119	168.0
120	5.0
121	64.0
122	44.0
123	108.0
124	91.0
125	66.0
126	2.0
127	14.0
128	11.0
129	201.0
130	92.0
131	8.0
132	219.0
133	51.0
134	9.0
135	145.0
136	13.0
137	77.0
138	0.0
139	39.0
140	43.0
141	56.0
142	352.0
143	114.0
144	3.0
145	37.0
146	35.0
147	27.0
148	83.0
149	0.0
150	173.0
