query_id	num_rel_ret
1	45.0
3	36.0
4	30.0
5	4.0
6	80.0
7	116.0
8	0.0
9	44.0
10	17.0
11	116.0
12	44.0
13	61.0
14	25.0
15	2.0
16	0.0
17	1.0
18	26.0
19	11.0
20	53.0
21	14.0
23	2.0
24	1.0
25	38.0
26	2.0
27	5.0
28	17.0
29	3.0
30	0.0
31	1.0
32	0.0
33	3.0
34	0.0
35	1.0
36	5.0
37	0.0
38	17.0
39	0.0
40	69.0
41	3.0
42	26.0
44	1.0
45	0.0
46	1.0
47	11.0
48	0.0
49	0.0
50	0.0
52	270.0
53	255.0
54	121.0
55	0.0
56	220.0
57	110.0
58	128.0
59	102.0
60	5.0
61	80.0
62	384.0
63	0.0
64	5.0
65	0.0
66	0.0
67	5.0
68	23.0
69	16.0
70	11.0
71	101.0
72	10.0
73	2.0
74	6.0
76	2.0
77	0.0
79	0.0
80	61.0
81	38.0
82	0.0
83	25.0
84	12.0
85	144.0
86	21.0
87	3.0
88	56.0
89	26.0
90	26.0
91	0.0
92	20.0
93	0.0
94	3.0
95	6.0
96	0.0
97	39.0
98	36.0
99	320.0
100	18.0
101	20.0
102	14.0
103	6.0
104	7.0
105	0.0
106	0.0
107	2.0
108	23.0
109	0.0
110	392.0
111	126.0
112	1.0
113	7.0
114	73.0
115	16.0
116	8.0
117	52.0
118	192.0
119	162.0
120	5.0
121	65.0
122	40.0
123	66.0
124	89.0
125	58.0
126	2.0
127	26.0
128	6.0
129	179.0
130	93.0
131	6.0
132	219.0
133	51.0
134	9.0
135	128.0
137	77.0
138	24.0
139	31.0
140	19.0
141	60.0
142	321.0
143	59.0
144	0.0
145	37.0
146	190.0
147	19.0
148	73.0
149	0.0
150	150.0
