query_id	bpref
1	0.1956
3	0.1795
4	0.1023
5	0.6206
6	0.2544
7	0.314
8	0.0
9	0.2207
10	0.1333
11	0.2896
12	0.1495
13	0.4545
14	0.0093
15	0.0654
16	0.0
17	0.0
18	0.1605
19	0.1236
20	0.7962
23	0.0142
24	0.0069
25	0.217
26	0.148
27	0.4722
28	0.0471
29	0.0833
30	0.0
31	1.0
32	0.0
33	0.2012
34	0.0
35	1.0
36	0.0
37	0.0
38	0.0991
39	0.0
40	0.2466
41	0.0938
42	0.2438
44	0.0126
45	0.0
46	0.0201
47	0.1628
48	0.0
49	0.0
50	0.0
52	0.8545
53	0.4975
54	0.3667
55	0.0285
56	0.6496
57	0.7714
58	0.7577
59	0.102
60	0.0139
61	0.1704
62	0.4713
63	0.0
64	0.0085
65	0.0
66	0.0
67	0.0115
68	0.195
69	0.2383
70	0.1006
71	0.1498
72	0.1347
73	0.0098
74	0.0165
76	0.0107
77	0.446
79	0.0
80	0.1535
81	0.1557
82	0.0
83	0.0414
84	0.0239
85	0.1145
86	0.0769
87	0.0651
88	0.0347
89	0.1169
90	0.2223
91	0.0
92	0.1312
93	0.0
94	0.0107
95	0.0437
96	0.0
97	0.6913
98	0.642
99	0.707
100	0.232
101	0.1901
102	0.19
103	0.0221
104	0.0017
105	0.0
106	0.0699
107	0.0666
108	0.0744
109	0.0
110	0.2873
111	0.3923
112	0.0107
113	0.0302
114	0.1012
115	0.1218
116	0.0
117	0.4164
118	0.2648
119	0.2878
120	0.038
121	0.0285
122	0.2391
123	0.3724
124	0.2402
125	0.261
126	0.0078
127	0.0559
128	0.0648
129	0.3868
130	0.1571
131	0.0612
132	0.7531
133	0.1041
134	0.6033
135	0.7274
136	0.213
137	0.4575
138	0.0
139	0.0585
140	0.0853
141	0.1028
142	0.3738
143	0.2042
144	0.0428
145	0.1724
146	0.0821
147	0.085
148	0.2201
149	0.0
150	0.2763
