query_id	bpref
1	0.1913
3	0.1592
4	0.088
5	0.0869
6	0.2562
7	0.3156
8	0.0
9	0.2164
10	0.1045
11	0.2937
12	0.1495
13	0.511
14	0.1136
15	0.0327
16	0.0
17	0.0069
18	0.1783
19	0.1234
20	0.7407
21	0.4556
23	0.0274
24	0.0069
25	0.2176
26	0.1276
27	0.3333
28	0.0305
29	0.1667
30	0.0
31	1.0
32	0.0
33	0.1243
34	0.0
35	1.0
36	0.0
37	0.0
38	0.0766
39	0.0
40	0.3707
41	0.0
42	0.2896
44	0.0142
45	0.0
46	0.0208
47	0.1165
48	0.0
49	0.0
50	0.0
52	0.3976
53	0.4989
54	0.3078
55	0.0
56	0.387
57	0.7704
58	0.7437
59	0.1013
60	0.0
61	0.164
62	0.4713
63	0.0
65	0.0
66	0.0
67	0.0065
68	0.1184
69	0.2812
70	0.0956
71	0.1583
72	0.0977
73	0.0075
74	0.0113
76	0.0106
77	0.0
79	0.0
80	0.1537
81	0.1012
82	0.0
83	0.0483
84	0.0708
85	0.1225
86	0.0
87	0.0062
88	0.0552
89	0.0796
90	0.2204
91	0.0
92	0.2266
93	0.0051
94	0.0061
95	0.0382
96	0.0
97	0.6775
98	0.6461
99	0.6551
100	0.1596
101	0.1607
102	0.1675
103	0.0602
104	0.0014
105	0.0
106	0.0
107	0.0274
108	0.0739
109	0.0
110	0.3741
111	0.3967
112	0.0107
113	0.0324
114	0.0965
115	0.1296
116	0.0
117	0.4959
118	0.2802
119	0.2817
120	0.0385
121	0.051
122	0.2553
123	0.2467
124	0.2346
125	0.2368
126	0.0078
127	0.097
128	0.0365
129	0.3936
130	0.1666
131	0.0612
132	0.7528
133	0.1014
134	0.5124
135	0.6744
137	0.5391
138	0.0451
139	0.0267
140	0.0359
141	0.0901
142	0.3464
143	0.1388
144	0.0176
145	0.1835
146	0.4076
147	0.0636
148	0.1984
149	0.0
150	0.2426
