query_id	bpref
1	0.1462
2	0.1673
3	0.1848
4	0.2504
5	0.6625
6	0.2461
7	0.3179
8	0.0713
9	0.2948
10	0.5237
11	0.2729
12	0.4601
13	0.7145
14	0.1007
15	0.4275
16	0.0178
17	0.0207
18	0.1771
19	0.1844
20	0.9584
21	0.5898
22	0.0000
23	0.0137
24	0.0379
25	0.2117
26	0.1735
27	0.4722
28	0.0997
29	0.0000
30	0.0000
31	1.0000
32	0.0000
33	0.2367
34	0.0000
35	1.0000
36	0.5278
37	0.0000
38	0.2042
39	0.0000
40	0.4940
41	0.2188
42	0.3655
43	0.4711
44	0.3093
45	0.0000
46	0.5478
47	0.2500
48	0.0000
49	0.5360
50	0.0000
51	0.6898
52	0.7854
53	0.6035
54	0.4616
55	0.5982
56	0.6435
57	0.7726
58	0.6953
59	0.1510
60	0.0799
61	0.3188
62	0.4450
63	0.3056
64	0.3670
65	0.0000
66	0.0000
67	0.0312
68	0.1777
69	0.1172
70	0.4039
71	0.3101
72	0.0815
73	0.0281
74	0.0401
75	0.2345
76	0.1487
77	0.4443
78	0.8384
79	0.0335
80	0.1350
81	0.1355
82	0.8175
83	0.2850
84	0.1016
85	0.3410
86	0.2293
87	0.0320
88	0.0615
89	0.1108
90	0.2453
91	0.0000
92	0.0789
93	0.4569
94	0.2659
95	0.1204
96	0.0862
97	0.6963
98	0.6607
99	0.7210
100	0.4110
101	0.1065
102	0.2250
103	0.3192
104	0.2215
105	0.0000
106	0.2727
107	0.2955
108	0.3163
109	0.1300
110	0.3921
111	0.5413
112	0.2112
113	0.0181
114	0.1793
115	0.3176
116	0.1418
117	0.3669
118	0.2842
119	0.3323
120	0.0517
121	0.0106
122	0.3549
123	0.3640
124	0.3135
125	0.3571
126	0.3358
127	0.2548
128	0.1797
129	0.4083
130	0.5831
131	0.0000
132	0.7521
133	0.5429
134	0.7851
135	0.7072
136	0.2071
137	0.4525
138	0.1267
139	0.0744
140	0.1581
141	0.1047
142	0.3557
143	0.3413
144	0.0916
145	0.2774
146	0.4970
147	0.2264
148	0.1764
149	0.0562
150	0.4215
