query_id	bpref
1	0.1696
2	0.1251
3	0.2069
4	0.2814
5	0.6075
6	0.2591
7	0.2694
8	0.1332
9	0.2275
10	0.5202
11	0.2386
12	0.3916
13	0.6457
14	0.2157
15	0.3838
16	0.0233
17	0.0211
18	0.1191
19	0.1919
20	0.8559
21	0.6087
22	0.0
23	0.007
24	0.0316
25	0.2584
26	0.1122
27	0.3611
28	0.0
29	0.2778
30	0.0
31	1.0
32	0.0
33	0.3373
34	0.0
35	1.0
36	0.2778
37	0.0
38	0.2357
39	0.0
40	0.4124
41	0.1094
42	0.333
43	0.4717
44	0.2607
45	0.0
46	0.7084
47	0.3248
48	0.0
49	0.5888
50	0.0
51	0.3943
52	0.6761
53	0.5931
54	0.4491
55	0.428
56	0.6212
57	0.7731
58	0.6148
59	0.1063
60	0.0503
61	0.2603
62	0.4737
63	0.2778
64	0.3316
65	0.0
66	0.0
67	0.0141
68	0.1402
69	0.0352
70	0.6414
71	0.2807
72	0.1009
73	0.0094
74	0.0409
75	0.1775
76	0.1397
77	0.4495
78	0.8419
79	0.0153
80	0.0899
81	0.1762
82	0.6869
83	0.2029
84	0.1151
85	0.3196
86	0.321
87	0.0386
88	0.0101
89	0.0296
90	0.2413
91	0.0
92	0.1419
93	0.4239
94	0.2433
95	0.0786
96	0.0481
97	0.6588
98	0.5976
99	0.7052
100	0.4214
101	0.2066
102	0.265
103	0.3505
104	0.1824
105	0.0
106	0.2689
107	0.2507
108	0.3335
109	0.1125
110	0.3312
111	0.5716
112	0.251
113	0.0313
114	0.186
115	0.2986
116	0.1777
117	0.4194
118	0.2512
119	0.3171
120	0.0552
121	0.0088
122	0.3986
123	0.2312
124	0.3291
125	0.402
126	0.2819
127	0.262
128	0.2895
129	0.3356
130	0.5626
131	0.0663
132	0.6864
133	0.5138
134	0.6942
135	0.6972
136	0.213
137	0.371
138	0.1068
139	0.0957
140	0.1349
141	0.0613
142	0.3597
143	0.2959
144	0.138
145	0.2542
146	0.42
147	0.253
148	0.1224
149	0.066
150	0.3986
