query_id	bpref
1	0.1747
3	0.1802
4	0.0791
5	0.6163
6	0.2737
7	0.3158
8	0.0
9	0.2239
10	0.1472
11	0.2714
12	0.145
13	0.5086
14	0.01
15	0.2048
16	0.0
17	0.0
18	0.1601
19	0.122
20	0.8083
23	0.0207
24	0.0069
25	0.2104
26	0.148
27	0.4722
28	0.0526
29	0.0
30	0.0
31	1.0
32	0.0
33	0.2367
34	0.0
35	1.0
36	0.0278
37	0.0
38	0.1172
39	0.0
40	0.2806
41	0.0
42	0.2257
44	0.0126
45	0.0
46	0.0194
47	0.1358
48	0.0
49	0.0
50	0.0
52	0.7752
53	0.4974
54	0.4214
55	0.0285
56	0.605
57	0.7718
58	0.6871
59	0.072
60	0.0069
61	0.198
62	0.4673
63	0.0
64	0.0146
65	0.0
66	0.0
67	0.0115
68	0.1902
69	0.2188
70	0.0939
71	0.1456
72	0.1372
73	0.0072
74	0.0166
76	0.0105
77	0.4437
79	0.0
80	0.1518
81	0.1382
82	0.0
83	0.0435
84	0.0215
85	0.1136
86	0.0503
87	0.0295
88	0.0649
89	0.0865
90	0.2094
91	0.0
92	0.0871
93	0.0248
94	0.0083
95	0.0552
96	0.0
97	0.6881
98	0.6302
99	0.7208
100	0.2268
101	0.1387
102	0.105
103	0.022
104	0.0014
105	0.0
106	0.0871
107	0.0625
108	0.0739
109	0.0
110	0.196
111	0.392
112	0.0
113	0.0112
114	0.1081
115	0.1422
116	0.0
117	0.4941
118	0.2714
119	0.3046
120	0.0379
121	0.0092
122	0.3457
123	0.3642
124	0.2572
125	0.1905
126	0.0078
127	0.0488
128	0.0346
129	0.3142
130	0.1495
131	0.0561
132	0.7552
133	0.1044
134	0.5702
135	0.7276
136	0.2012
137	0.4661
138	0.0
139	0.0236
140	0.0974
141	0.0903
142	0.3099
143	0.3404
144	0.028
145	0.1282
146	0.0547
147	0.0492
148	0.1771
149	0.0
150	0.2644
