query_id	map
1	0.0573
3	0.0375
4	0.0722
5	0.11
6	0.1434
7	0.1544
8	0.0
9	0.1363
10	0.0019
11	0.0599
12	0.0071
13	0.1022
14	0.0051
15	0.0003
16	0.0
17	0.0
18	0.0182
19	0.0084
20	0.339
23	0.0001
24	0.0
25	0.1508
26	0.0829
27	0.4645
28	0.0297
29	0.0325
30	0.0
31	0.5
32	0.0
33	0.0458
34	0.0
35	1.0
36	0.0176
37	0.0
38	0.003
39	0.0
40	0.0158
41	0.004
42	0.0144
44	0.0
45	0.0
46	0.0001
47	0.0192
48	0.0
49	0.0
50	0.0
52	0.7653
53	0.2939
54	0.1719
55	0.0004
56	0.5152
57	0.6502
58	0.7004
59	0.0179
60	0.001
61	0.123
62	0.2997
63	0.0
64	0.0
65	0.0
66	0.0
67	0.0002
68	0.1022
69	0.2183
70	0.0228
71	0.0143
72	0.0041
73	0.0001
74	0.0004
76	0.0
77	0.3536
79	0.0
80	0.0248
81	0.1624
82	0.0
83	0.0009
84	0.0003
85	0.0232
86	0.0608
87	0.0012
88	0.0211
89	0.0592
90	0.0584
91	0.0
92	0.0148
93	0.0
94	0.0001
95	0.0007
96	0.0
97	0.4325
98	0.45
99	0.4934
100	0.0424
101	0.184
102	0.0968
103	0.0001
104	0.0008
105	0.0
106	0.0009
107	0.0026
108	0.005
109	0.0
110	0.0907
111	0.1287
112	0.0
113	0.0008
114	0.0046
115	0.0022
116	0.004
117	0.362
118	0.0597
119	0.0795
120	0.0026
121	0.023
122	0.2149
123	0.2203
124	0.2363
125	0.0589
126	0.0
127	0.0011
128	0.0075
129	0.2936
130	0.0169
131	0.0171
132	0.6943
133	0.0184
134	0.1612
135	0.2964
136	0.2788
137	0.3627
138	0.0
139	0.0451
140	0.0517
141	0.1124
142	0.166
143	0.0505
144	0.0003
145	0.037
146	0.0032
147	0.0021
148	0.0548
149	0.0
150	0.0791
