query_id	map
1	0.0327
2	0.0154
3	0.0779
4	0.1277
5	0.1517
6	0.0828
7	0.1413
8	0.0054
9	0.1949
10	0.1829
11	0.0589
12	0.2187
13	0.5092
14	0.0874
15	0.057
16	0.0
17	0.0003
18	0.05
19	0.0183
20	0.5043
21	0.4589
22	0.0
23	0.0001
24	0.0011
25	0.1503
26	0.0833
27	0.3996
28	0.014
29	0.0485
30	0.0
31	1.0
32	0.0077
33	0.0726
34	0.0
35	1.0
36	0.4357
37	0.0
38	0.0203
39	0.0
40	0.1094
41	0.0219
42	0.1201
43	0.1466
44	0.0656
45	0.0
46	0.5671
47	0.0939
48	0.0
49	0.3099
50	0.0
51	0.7592
52	0.7933
53	0.4167
54	0.4897
55	0.4488
56	0.5006
57	0.6509
58	0.703
59	0.0545
60	0.0106
61	0.431
62	0.2844
63	0.2431
64	0.0808
65	0.0
66	0.0035
67	0.0012
68	0.0695
69	0.1969
70	0.4995
71	0.2277
72	0.021
73	0.0004
74	0.0017
75	0.0885
76	0.0368
77	0.3525
78	0.8346
79	0.0009
80	0.0369
81	0.1767
82	0.7128
83	0.0814
84	0.0345
85	0.2508
86	0.2628
87	0.008
88	0.0228
89	0.0842
90	0.173
91	0.0028
92	0.0255
93	0.1502
94	0.1061
95	0.0373
96	0.0977
97	0.4514
98	0.5284
99	0.4911
100	0.2072
101	0.1198
102	0.2967
103	0.1672
104	0.3073
105	0.0
106	0.0719
107	0.2264
108	0.0483
109	0.003
110	0.2468
111	0.4623
112	0.3155
113	0.0214
114	0.1707
115	0.2564
116	0.1429
117	0.3126
118	0.1249
119	0.1487
120	0.0102
121	0.0233
122	0.2137
123	0.2202
124	0.2173
125	0.2392
126	0.1601
127	0.0779
128	0.0271
129	0.4207
130	0.4712
131	0.046
132	0.694
133	0.5532
134	0.7472
135	0.3163
136	0.3284
137	0.3284
138	0.1179
139	0.0756
140	0.0848
141	0.0986
142	0.1771
143	0.0879
144	0.0026
145	0.1966
146	0.3052
147	0.0204
148	0.053
149	0.0192
150	0.2569
