query_id	map
1	0.0281
2	0.007
3	0.0592
4	0.1444
5	0.1265
6	0.1518
7	0.0894
8	0.006
9	0.0867
10	0.1685
11	0.0483
12	0.1438
13	0.2582
14	0.0951
15	0.0678
16	0.0001
17	0.0001
18	0.0497
19	0.0183
20	0.4341
21	0.4602
22	0.0
23	0.0
24	0.0002
25	0.1497
26	0.0124
27	0.3586
28	0.0526
29	0.1264
30	0.0
31	0.3333
32	0.0076
33	0.108
34	0.0
35	1.0
36	0.1676
37	0.0
38	0.017
39	0.0
40	0.1808
41	0.0204
42	0.1155
43	0.0929
44	0.0391
45	0.0
46	0.6109
47	0.1181
48	0.0004
49	0.3219
50	0.0
51	0.4639
52	0.5366
53	0.3975
54	0.4457
55	0.2449
56	0.48
57	0.6452
58	0.5942
59	0.0159
60	0.0056
61	0.2159
62	0.3135
63	0.2174
64	0.1654
65	0.0
66	0.0017
67	0.0002
68	0.024
69	0.0393
70	0.5703
71	0.1438
72	0.0112
73	0.0002
74	0.0041
75	0.0683
76	0.0223
77	0.3534
78	0.8226
79	0.0003
80	0.0156
81	0.1568
82	0.4238
83	0.0398
84	0.0319
85	0.2179
86	0.3249
87	0.0033
88	0.0105
89	0.0257
90	0.2213
91	0.0025
92	0.0467
93	0.1673
94	0.0401
95	0.0056
96	0.0095
97	0.3725
98	0.4171
99	0.4603
100	0.1478
101	0.1745
102	0.2716
103	0.2432
104	0.1739
105	0.0
106	0.1838
107	0.1665
108	0.0684
109	0.0083
110	0.166
111	0.4167
112	0.1604
113	0.0227
114	0.1778
115	0.2301
116	0.1783
117	0.3751
118	0.1171
119	0.1437
120	0.0233
121	0.0098
122	0.3941
123	0.0686
124	0.2823
125	0.301
126	0.0768
127	0.0929
128	0.0493
129	0.1894
130	0.3787
131	0.0591
132	0.5664
133	0.5159
134	0.5798
135	0.4022
136	0.2542
137	0.2976
138	0.1327
139	0.0966
140	0.0899
141	0.0959
142	0.1759
143	0.0664
144	0.0203
145	0.1774
146	0.1911
147	0.0348
148	0.0119
149	0.0143
150	0.2344
